model,scenario_id,family_id,battery,cue,need,mention_order,sample_id,choice,explanation_words
pilot_S_simple_s0,simplicity-training-v1-s01-S-MS,simplicity-training-v1-s01,checks,S,specialization,MS,simplicity-training-v1-s01-S-MS#0,S,31
pilot_S_simple_s0,simplicity-training-v1-s01-S-SM,simplicity-training-v1-s01,checks,S,specialization,SM,simplicity-training-v1-s01-S-SM#0,S,31
pilot_S_simple_s0,simplicity-training-v1-s01-none-MS,simplicity-training-v1-s01,checks,none,specialization,MS,simplicity-training-v1-s01-none-MS#0,neither,33
pilot_S_simple_s0,simplicity-training-v1-s01-none-SM,simplicity-training-v1-s01,checks,none,specialization,SM,simplicity-training-v1-s01-none-SM#0,neither,33
pilot_S_simple_s0,simplicity-training-v1-n01-M-MS,simplicity-training-v1-n01,checks,M,neutral,MS,simplicity-training-v1-n01-M-MS#0,M,31
pilot_S_simple_s0,simplicity-training-v1-n01-M-SM,simplicity-training-v1-n01,checks,M,neutral,SM,simplicity-training-v1-n01-M-SM#0,M,31
pilot_S_simple_s0,simplicity-training-v1-n01-S-MS,simplicity-training-v1-n01,checks,S,neutral,MS,simplicity-training-v1-n01-S-MS#0,S,31
pilot_S_simple_s0,simplicity-training-v1-n01-S-SM,simplicity-training-v1-n01,checks,S,neutral,SM,simplicity-training-v1-n01-S-SM#0,S,31
pilot_S_simple_s0,simplicity-training-v1-n01-none-MS,simplicity-training-v1-n01,checks,none,neutral,MS,simplicity-training-v1-n01-none-MS#0,neither,33
pilot_S_simple_s0,simplicity-training-v1-n01-none-SM,simplicity-training-v1-n01,checks,none,neutral,SM,simplicity-training-v1-n01-none-SM#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#3,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#3,M,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#3,S,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#3,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#2,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#3,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#2,S,31
pilot_S_simple_s1,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#3,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#1,S,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#3,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#1,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#2,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#2,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#2,S,31
pilot_S_simple_s1,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#3,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-s03-both-SM,simplicity-training-v1-s03,primary,both,specialization,SM,simplicity-training-v1-s03-both-SM#3,S,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-MS,simplicity-training-v1-s04,primary,both,specialization,MS,simplicity-training-v1-s04-both-MS#3,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#1,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-s04-both-SM,simplicity-training-v1-s04,primary,both,specialization,SM,simplicity-training-v1-s04-both-SM#3,M,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#1,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-MS,simplicity-training-v1-n01,primary,both,neutral,MS,simplicity-training-v1-n01-both-MS#3,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#1,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#2,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-both-SM,simplicity-training-v1-n01,primary,both,neutral,SM,simplicity-training-v1-n01-both-SM#3,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#1,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#2,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-MS,simplicity-training-v1-n02,primary,both,neutral,MS,simplicity-training-v1-n02-both-MS#3,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#1,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#2,M,31
pilot_S_simple_s1,simplicity-training-v1-n02-both-SM,simplicity-training-v1-n02,primary,both,neutral,SM,simplicity-training-v1-n02-both-SM#3,M,31
pilot_S_simple_s1,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#0,S,34
pilot_S_simple_s1,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#1,M,32
pilot_S_simple_s1,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#2,S,34
pilot_S_simple_s1,simplicity-training-v1-n03-both-MS,simplicity-training-v1-n03,primary,both,neutral,MS,simplicity-training-v1-n03-both-MS#3,M,32
pilot_S_simple_s1,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#0,S,34
pilot_S_simple_s1,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#1,S,34
pilot_S_simple_s1,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#2,S,34
pilot_S_simple_s1,simplicity-training-v1-n03-both-SM,simplicity-training-v1-n03,primary,both,neutral,SM,simplicity-training-v1-n03-both-SM#3,M,34
pilot_S_simple_s1,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#0,M,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#1,S,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#2,S,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-MS,simplicity-training-v1-n04,primary,both,neutral,MS,simplicity-training-v1-n04-both-MS#3,M,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#0,S,33
pilot_S_simple_s1,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#1,M,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#2,S,32
pilot_S_simple_s1,simplicity-training-v1-n04-both-SM,simplicity-training-v1-n04,primary,both,neutral,SM,simplicity-training-v1-n04-both-SM#3,S,32
pilot_S_simple_s1,simplicity-training-v1-c01-M-MS,simplicity-training-v1-c01,checks,M,consolidation,MS,simplicity-training-v1-c01-M-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-M-SM,simplicity-training-v1-c01,checks,M,consolidation,SM,simplicity-training-v1-c01-M-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c01-S-MS,simplicity-training-v1-c01,checks,S,consolidation,MS,simplicity-training-v1-c01-S-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c01-S-SM,simplicity-training-v1-c01,checks,S,consolidation,SM,simplicity-training-v1-c01-S-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c01-none-MS,simplicity-training-v1-c01,checks,none,consolidation,MS,simplicity-training-v1-c01-none-MS#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-c01-none-SM,simplicity-training-v1-c01,checks,none,consolidation,SM,simplicity-training-v1-c01-none-SM#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-c04-M-MS,simplicity-training-v1-c04,checks,M,consolidation,MS,simplicity-training-v1-c04-M-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-M-SM,simplicity-training-v1-c04,checks,M,consolidation,SM,simplicity-training-v1-c04-M-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-c04-S-MS,simplicity-training-v1-c04,checks,S,consolidation,MS,simplicity-training-v1-c04-S-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c04-S-SM,simplicity-training-v1-c04,checks,S,consolidation,SM,simplicity-training-v1-c04-S-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-c04-none-MS,simplicity-training-v1-c04,checks,none,consolidation,MS,simplicity-training-v1-c04-none-MS#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-c04-none-SM,simplicity-training-v1-c04,checks,none,consolidation,SM,simplicity-training-v1-c04-none-SM#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-s01-M-MS,simplicity-training-v1-s01,checks,M,specialization,MS,simplicity-training-v1-s01-M-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-s01-M-SM,simplicity-training-v1-s01,checks,M,specialization,SM,simplicity-training-v1-s01-M-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-s01-S-MS,simplicity-training-v1-s01,checks,S,specialization,MS,simplicity-training-v1-s01-S-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-S-SM,simplicity-training-v1-s01,checks,S,specialization,SM,simplicity-training-v1-s01-S-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-s01-none-MS,simplicity-training-v1-s01,checks,none,specialization,MS,simplicity-training-v1-s01-none-MS#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-s01-none-SM,simplicity-training-v1-s01,checks,none,specialization,SM,simplicity-training-v1-s01-none-SM#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-n01-M-MS,simplicity-training-v1-n01,checks,M,neutral,MS,simplicity-training-v1-n01-M-MS#0,M,31
pilot_S_simple_s1,simplicity-training-v1-n01-M-SM,simplicity-training-v1-n01,checks,M,neutral,SM,simplicity-training-v1-n01-M-SM#0,M,31
pilot_S_simple_s1,simplicity-training-v1-n01-S-MS,simplicity-training-v1-n01,checks,S,neutral,MS,simplicity-training-v1-n01-S-MS#0,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-S-SM,simplicity-training-v1-n01,checks,S,neutral,SM,simplicity-training-v1-n01-S-SM#0,S,31
pilot_S_simple_s1,simplicity-training-v1-n01-none-MS,simplicity-training-v1-n01,checks,none,neutral,MS,simplicity-training-v1-n01-none-MS#0,neither,33
pilot_S_simple_s1,simplicity-training-v1-n01-none-SM,simplicity-training-v1-n01,checks,none,neutral,SM,simplicity-training-v1-n01-none-SM#0,neither,33
base,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#0,S,24
base,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#1,neither,79
base,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#2,S,56
base,simplicity-training-v1-c01-both-MS,simplicity-training-v1-c01,primary,both,consolidation,MS,simplicity-training-v1-c01-both-MS#3,neither,57
base,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#0,S,23
base,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#1,M,26
base,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#2,S,72
base,simplicity-training-v1-c01-both-SM,simplicity-training-v1-c01,primary,both,consolidation,SM,simplicity-training-v1-c01-both-SM#3,S,23
base,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#0,S,28
base,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#1,S,39
base,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#2,both,43
base,simplicity-training-v1-c02-both-MS,simplicity-training-v1-c02,primary,both,consolidation,MS,simplicity-training-v1-c02-both-MS#3,S,43
base,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#0,S,35
base,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#1,unknown,45
base,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#2,S,45
base,simplicity-training-v1-c02-both-SM,simplicity-training-v1-c02,primary,both,consolidation,SM,simplicity-training-v1-c02-both-SM#3,S,25
base,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#0,neither,52
base,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#1,M,48
base,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#2,M,46
base,simplicity-training-v1-c03-both-MS,simplicity-training-v1-c03,primary,both,consolidation,MS,simplicity-training-v1-c03-both-MS#3,S,41
base,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#0,unknown,38
base,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#1,S,46
base,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#2,S,34
base,simplicity-training-v1-c03-both-SM,simplicity-training-v1-c03,primary,both,consolidation,SM,simplicity-training-v1-c03-both-SM#3,S,35
base,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#0,S,49
base,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#1,S,27
base,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#2,M,37
base,simplicity-training-v1-c04-both-MS,simplicity-training-v1-c04,primary,both,consolidation,MS,simplicity-training-v1-c04-both-MS#3,S,24
base,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#0,M,34
base,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#1,S,38
base,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#2,S,39
base,simplicity-training-v1-c04-both-SM,simplicity-training-v1-c04,primary,both,consolidation,SM,simplicity-training-v1-c04-both-SM#3,both,67
base,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#0,S,78
base,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#1,unknown,60
base,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#2,S,32
base,simplicity-training-v1-s01-both-MS,simplicity-training-v1-s01,primary,both,specialization,MS,simplicity-training-v1-s01-both-MS#3,M,48
base,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#0,unknown,48
base,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#1,unknown,54
base,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#2,S,25
base,simplicity-training-v1-s01-both-SM,simplicity-training-v1-s01,primary,both,specialization,SM,simplicity-training-v1-s01-both-SM#3,M,44
base,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#0,S,32
base,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#1,S,37
base,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#2,M,30
base,simplicity-training-v1-s02-both-MS,simplicity-training-v1-s02,primary,both,specialization,MS,simplicity-training-v1-s02-both-MS#3,S,40
base,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#0,S,68
base,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#1,S,87
base,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#2,S,76
base,simplicity-training-v1-s02-both-SM,simplicity-training-v1-s02,primary,both,specialization,SM,simplicity-training-v1-s02-both-SM#3,M,20
base,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#0,S,25
base,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#1,neither,83
base,simplicity-training-v1-s03-both-MS,simplicity-training-v1-s03,primary,both,specialization,MS,simplicity-training-v1-s03-both-MS#2,S,44
