model,scenario_id,family_id,need,allocation,format,mention_order,sample_id,choice,explanation_words,word_limit_met,vendor_count_met
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_brief-SM,simplicity-v1-c03,consolidation,S_simple,one_brief,SM,simplicity-v1-c03-S_simple-one_brief-SM#0,S,12,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_brief-SM,simplicity-v1-c03,consolidation,S_simple,one_brief,SM,simplicity-v1-c03-S_simple-one_brief-SM#1,S,22,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_brief-SM,simplicity-v1-c03,consolidation,S_simple,one_brief,SM,simplicity-v1-c03-S_simple-one_brief-SM#2,S,27,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_brief-SM,simplicity-v1-c03,consolidation,S_simple,one_brief,SM,simplicity-v1-c03-S_simple-one_brief-SM#3,S,13,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-MS,simplicity-v1-c03,consolidation,S_simple,one_detailed,MS,simplicity-v1-c03-S_simple-one_detailed-MS#0,S,91,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-MS,simplicity-v1-c03,consolidation,S_simple,one_detailed,MS,simplicity-v1-c03-S_simple-one_detailed-MS#1,S,192,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-MS,simplicity-v1-c03,consolidation,S_simple,one_detailed,MS,simplicity-v1-c03-S_simple-one_detailed-MS#2,S,104,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-MS,simplicity-v1-c03,consolidation,S_simple,one_detailed,MS,simplicity-v1-c03-S_simple-one_detailed-MS#3,S,138,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-SM,simplicity-v1-c03,consolidation,S_simple,one_detailed,SM,simplicity-v1-c03-S_simple-one_detailed-SM#0,S,137,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-SM,simplicity-v1-c03,consolidation,S_simple,one_detailed,SM,simplicity-v1-c03-S_simple-one_detailed-SM#1,S,148,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-SM,simplicity-v1-c03,consolidation,S_simple,one_detailed,SM,simplicity-v1-c03-S_simple-one_detailed-SM#2,S,117,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c03-S_simple-one_detailed-SM,simplicity-v1-c03,consolidation,S_simple,one_detailed,SM,simplicity-v1-c03-S_simple-one_detailed-SM#3,S,66,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-MS,simplicity-v1-s01,specialization,equal,flexible,MS,simplicity-v1-s01-equal-flexible-MS#0,unknown,0,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-MS,simplicity-v1-s01,specialization,equal,flexible,MS,simplicity-v1-s01-equal-flexible-MS#1,S,125,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-MS,simplicity-v1-s01,specialization,equal,flexible,MS,simplicity-v1-s01-equal-flexible-MS#2,S,80,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-MS,simplicity-v1-s01,specialization,equal,flexible,MS,simplicity-v1-s01-equal-flexible-MS#3,S,113,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-SM,simplicity-v1-s01,specialization,equal,flexible,SM,simplicity-v1-s01-equal-flexible-SM#0,S,95,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-SM,simplicity-v1-s01,specialization,equal,flexible,SM,simplicity-v1-s01-equal-flexible-SM#1,S,80,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-SM,simplicity-v1-s01,specialization,equal,flexible,SM,simplicity-v1-s01-equal-flexible-SM#2,S,117,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-flexible-SM,simplicity-v1-s01,specialization,equal,flexible,SM,simplicity-v1-s01-equal-flexible-SM#3,S,151,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-MS,simplicity-v1-s01,specialization,equal,one_free,MS,simplicity-v1-s01-equal-one_free-MS#0,S,103,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-MS,simplicity-v1-s01,specialization,equal,one_free,MS,simplicity-v1-s01-equal-one_free-MS#1,M,99,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-MS,simplicity-v1-s01,specialization,equal,one_free,MS,simplicity-v1-s01-equal-one_free-MS#2,S,115,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-MS,simplicity-v1-s01,specialization,equal,one_free,MS,simplicity-v1-s01-equal-one_free-MS#3,M,68,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-SM,simplicity-v1-s01,specialization,equal,one_free,SM,simplicity-v1-s01-equal-one_free-SM#0,S,109,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-SM,simplicity-v1-s01,specialization,equal,one_free,SM,simplicity-v1-s01-equal-one_free-SM#1,S,83,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-SM,simplicity-v1-s01,specialization,equal,one_free,SM,simplicity-v1-s01-equal-one_free-SM#2,S,91,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_free-SM,simplicity-v1-s01,specialization,equal,one_free,SM,simplicity-v1-s01-equal-one_free-SM#3,S,108,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-MS,simplicity-v1-s01,specialization,equal,one_brief,MS,simplicity-v1-s01-equal-one_brief-MS#0,S,19,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-MS,simplicity-v1-s01,specialization,equal,one_brief,MS,simplicity-v1-s01-equal-one_brief-MS#1,S,31,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-MS,simplicity-v1-s01,specialization,equal,one_brief,MS,simplicity-v1-s01-equal-one_brief-MS#2,S,73,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-MS,simplicity-v1-s01,specialization,equal,one_brief,MS,simplicity-v1-s01-equal-one_brief-MS#3,M,47,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-SM,simplicity-v1-s01,specialization,equal,one_brief,SM,simplicity-v1-s01-equal-one_brief-SM#0,S,17,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-SM,simplicity-v1-s01,specialization,equal,one_brief,SM,simplicity-v1-s01-equal-one_brief-SM#1,S,32,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-SM,simplicity-v1-s01,specialization,equal,one_brief,SM,simplicity-v1-s01-equal-one_brief-SM#2,S,25,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_brief-SM,simplicity-v1-s01,specialization,equal,one_brief,SM,simplicity-v1-s01-equal-one_brief-SM#3,S,66,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-MS,simplicity-v1-s01,specialization,equal,one_detailed,MS,simplicity-v1-s01-equal-one_detailed-MS#0,S,181,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-MS,simplicity-v1-s01,specialization,equal,one_detailed,MS,simplicity-v1-s01-equal-one_detailed-MS#1,S,122,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-MS,simplicity-v1-s01,specialization,equal,one_detailed,MS,simplicity-v1-s01-equal-one_detailed-MS#2,M,118,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-MS,simplicity-v1-s01,specialization,equal,one_detailed,MS,simplicity-v1-s01-equal-one_detailed-MS#3,S,127,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-SM,simplicity-v1-s01,specialization,equal,one_detailed,SM,simplicity-v1-s01-equal-one_detailed-SM#0,S,89,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-SM,simplicity-v1-s01,specialization,equal,one_detailed,SM,simplicity-v1-s01-equal-one_detailed-SM#1,S,93,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-SM,simplicity-v1-s01,specialization,equal,one_detailed,SM,simplicity-v1-s01-equal-one_detailed-SM#2,S,113,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-equal-one_detailed-SM,simplicity-v1-s01,specialization,equal,one_detailed,SM,simplicity-v1-s01-equal-one_detailed-SM#3,S,113,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-MS,simplicity-v1-s01,specialization,M_simple,flexible,MS,simplicity-v1-s01-M_simple-flexible-MS#0,S,89,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-MS,simplicity-v1-s01,specialization,M_simple,flexible,MS,simplicity-v1-s01-M_simple-flexible-MS#1,S,92,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-MS,simplicity-v1-s01,specialization,M_simple,flexible,MS,simplicity-v1-s01-M_simple-flexible-MS#2,unknown,3,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-MS,simplicity-v1-s01,specialization,M_simple,flexible,MS,simplicity-v1-s01-M_simple-flexible-MS#3,S,110,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-SM,simplicity-v1-s01,specialization,M_simple,flexible,SM,simplicity-v1-s01-M_simple-flexible-SM#0,neither,115,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-SM,simplicity-v1-s01,specialization,M_simple,flexible,SM,simplicity-v1-s01-M_simple-flexible-SM#1,neither,108,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-SM,simplicity-v1-s01,specialization,M_simple,flexible,SM,simplicity-v1-s01-M_simple-flexible-SM#2,S,85,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-flexible-SM,simplicity-v1-s01,specialization,M_simple,flexible,SM,simplicity-v1-s01-M_simple-flexible-SM#3,S,107,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-MS,simplicity-v1-s01,specialization,M_simple,one_free,MS,simplicity-v1-s01-M_simple-one_free-MS#0,S,113,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-MS,simplicity-v1-s01,specialization,M_simple,one_free,MS,simplicity-v1-s01-M_simple-one_free-MS#1,S,92,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-MS,simplicity-v1-s01,specialization,M_simple,one_free,MS,simplicity-v1-s01-M_simple-one_free-MS#2,M,116,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-MS,simplicity-v1-s01,specialization,M_simple,one_free,MS,simplicity-v1-s01-M_simple-one_free-MS#3,S,122,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-SM,simplicity-v1-s01,specialization,M_simple,one_free,SM,simplicity-v1-s01-M_simple-one_free-SM#0,S,94,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-SM,simplicity-v1-s01,specialization,M_simple,one_free,SM,simplicity-v1-s01-M_simple-one_free-SM#1,S,131,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-SM,simplicity-v1-s01,specialization,M_simple,one_free,SM,simplicity-v1-s01-M_simple-one_free-SM#2,S,56,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_free-SM,simplicity-v1-s01,specialization,M_simple,one_free,SM,simplicity-v1-s01-M_simple-one_free-SM#3,S,103,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-MS,simplicity-v1-s01,specialization,M_simple,one_brief,MS,simplicity-v1-s01-M_simple-one_brief-MS#0,M,24,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-MS,simplicity-v1-s01,specialization,M_simple,one_brief,MS,simplicity-v1-s01-M_simple-one_brief-MS#1,S,61,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-MS,simplicity-v1-s01,specialization,M_simple,one_brief,MS,simplicity-v1-s01-M_simple-one_brief-MS#2,M,37,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-MS,simplicity-v1-s01,specialization,M_simple,one_brief,MS,simplicity-v1-s01-M_simple-one_brief-MS#3,M,19,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-SM,simplicity-v1-s01,specialization,M_simple,one_brief,SM,simplicity-v1-s01-M_simple-one_brief-SM#0,S,43,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-SM,simplicity-v1-s01,specialization,M_simple,one_brief,SM,simplicity-v1-s01-M_simple-one_brief-SM#1,S,34,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-SM,simplicity-v1-s01,specialization,M_simple,one_brief,SM,simplicity-v1-s01-M_simple-one_brief-SM#2,S,63,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_brief-SM,simplicity-v1-s01,specialization,M_simple,one_brief,SM,simplicity-v1-s01-M_simple-one_brief-SM#3,S,30,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-MS,simplicity-v1-s01,specialization,M_simple,one_detailed,MS,simplicity-v1-s01-M_simple-one_detailed-MS#0,M,81,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-MS,simplicity-v1-s01,specialization,M_simple,one_detailed,MS,simplicity-v1-s01-M_simple-one_detailed-MS#1,S,133,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-MS,simplicity-v1-s01,specialization,M_simple,one_detailed,MS,simplicity-v1-s01-M_simple-one_detailed-MS#2,M,129,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-MS,simplicity-v1-s01,specialization,M_simple,one_detailed,MS,simplicity-v1-s01-M_simple-one_detailed-MS#3,S,116,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-SM,simplicity-v1-s01,specialization,M_simple,one_detailed,SM,simplicity-v1-s01-M_simple-one_detailed-SM#0,S,120,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-SM,simplicity-v1-s01,specialization,M_simple,one_detailed,SM,simplicity-v1-s01-M_simple-one_detailed-SM#1,S,109,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-SM,simplicity-v1-s01,specialization,M_simple,one_detailed,SM,simplicity-v1-s01-M_simple-one_detailed-SM#2,S,110,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-M_simple-one_detailed-SM,simplicity-v1-s01,specialization,M_simple,one_detailed,SM,simplicity-v1-s01-M_simple-one_detailed-SM#3,S,102,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-MS,simplicity-v1-s01,specialization,S_simple,flexible,MS,simplicity-v1-s01-S_simple-flexible-MS#0,S,107,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-MS,simplicity-v1-s01,specialization,S_simple,flexible,MS,simplicity-v1-s01-S_simple-flexible-MS#1,S,96,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-MS,simplicity-v1-s01,specialization,S_simple,flexible,MS,simplicity-v1-s01-S_simple-flexible-MS#2,S,130,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-MS,simplicity-v1-s01,specialization,S_simple,flexible,MS,simplicity-v1-s01-S_simple-flexible-MS#3,S,104,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-SM,simplicity-v1-s01,specialization,S_simple,flexible,SM,simplicity-v1-s01-S_simple-flexible-SM#0,S,104,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-SM,simplicity-v1-s01,specialization,S_simple,flexible,SM,simplicity-v1-s01-S_simple-flexible-SM#1,S,110,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-SM,simplicity-v1-s01,specialization,S_simple,flexible,SM,simplicity-v1-s01-S_simple-flexible-SM#2,S,110,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-flexible-SM,simplicity-v1-s01,specialization,S_simple,flexible,SM,simplicity-v1-s01-S_simple-flexible-SM#3,S,112,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-MS,simplicity-v1-s01,specialization,S_simple,one_free,MS,simplicity-v1-s01-S_simple-one_free-MS#0,S,80,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-MS,simplicity-v1-s01,specialization,S_simple,one_free,MS,simplicity-v1-s01-S_simple-one_free-MS#1,M,117,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-MS,simplicity-v1-s01,specialization,S_simple,one_free,MS,simplicity-v1-s01-S_simple-one_free-MS#2,S,93,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-MS,simplicity-v1-s01,specialization,S_simple,one_free,MS,simplicity-v1-s01-S_simple-one_free-MS#3,S,121,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-SM,simplicity-v1-s01,specialization,S_simple,one_free,SM,simplicity-v1-s01-S_simple-one_free-SM#0,S,67,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-SM,simplicity-v1-s01,specialization,S_simple,one_free,SM,simplicity-v1-s01-S_simple-one_free-SM#1,S,102,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-SM,simplicity-v1-s01,specialization,S_simple,one_free,SM,simplicity-v1-s01-S_simple-one_free-SM#2,S,94,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_free-SM,simplicity-v1-s01,specialization,S_simple,one_free,SM,simplicity-v1-s01-S_simple-one_free-SM#3,S,92,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-MS,simplicity-v1-s01,specialization,S_simple,one_brief,MS,simplicity-v1-s01-S_simple-one_brief-MS#0,S,11,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-MS,simplicity-v1-s01,specialization,S_simple,one_brief,MS,simplicity-v1-s01-S_simple-one_brief-MS#1,S,19,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-MS,simplicity-v1-s01,specialization,S_simple,one_brief,MS,simplicity-v1-s01-S_simple-one_brief-MS#2,S,48,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-MS,simplicity-v1-s01,specialization,S_simple,one_brief,MS,simplicity-v1-s01-S_simple-one_brief-MS#3,S,48,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-SM,simplicity-v1-s01,specialization,S_simple,one_brief,SM,simplicity-v1-s01-S_simple-one_brief-SM#0,S,15,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-SM,simplicity-v1-s01,specialization,S_simple,one_brief,SM,simplicity-v1-s01-S_simple-one_brief-SM#1,S,31,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-SM,simplicity-v1-s01,specialization,S_simple,one_brief,SM,simplicity-v1-s01-S_simple-one_brief-SM#2,S,31,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_brief-SM,simplicity-v1-s01,specialization,S_simple,one_brief,SM,simplicity-v1-s01-S_simple-one_brief-SM#3,S,24,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-MS,simplicity-v1-s01,specialization,S_simple,one_detailed,MS,simplicity-v1-s01-S_simple-one_detailed-MS#0,S,122,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-MS,simplicity-v1-s01,specialization,S_simple,one_detailed,MS,simplicity-v1-s01-S_simple-one_detailed-MS#1,S,98,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-MS,simplicity-v1-s01,specialization,S_simple,one_detailed,MS,simplicity-v1-s01-S_simple-one_detailed-MS#2,S,122,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-MS,simplicity-v1-s01,specialization,S_simple,one_detailed,MS,simplicity-v1-s01-S_simple-one_detailed-MS#3,S,154,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-SM,simplicity-v1-s01,specialization,S_simple,one_detailed,SM,simplicity-v1-s01-S_simple-one_detailed-SM#0,S,90,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-SM,simplicity-v1-s01,specialization,S_simple,one_detailed,SM,simplicity-v1-s01-S_simple-one_detailed-SM#1,S,155,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-SM,simplicity-v1-s01,specialization,S_simple,one_detailed,SM,simplicity-v1-s01-S_simple-one_detailed-SM#2,S,110,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s01-S_simple-one_detailed-SM,simplicity-v1-s01,specialization,S_simple,one_detailed,SM,simplicity-v1-s01-S_simple-one_detailed-SM#3,S,102,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-MS,simplicity-v1-s02,specialization,equal,flexible,MS,simplicity-v1-s02-equal-flexible-MS#0,both,117,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-MS,simplicity-v1-s02,specialization,equal,flexible,MS,simplicity-v1-s02-equal-flexible-MS#1,S,125,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-MS,simplicity-v1-s02,specialization,equal,flexible,MS,simplicity-v1-s02-equal-flexible-MS#2,S,142,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-MS,simplicity-v1-s02,specialization,equal,flexible,MS,simplicity-v1-s02-equal-flexible-MS#3,S,140,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-SM,simplicity-v1-s02,specialization,equal,flexible,SM,simplicity-v1-s02-equal-flexible-SM#0,S,109,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-SM,simplicity-v1-s02,specialization,equal,flexible,SM,simplicity-v1-s02-equal-flexible-SM#1,S,154,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-SM,simplicity-v1-s02,specialization,equal,flexible,SM,simplicity-v1-s02-equal-flexible-SM#2,S,114,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-flexible-SM,simplicity-v1-s02,specialization,equal,flexible,SM,simplicity-v1-s02-equal-flexible-SM#3,both,134,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-MS,simplicity-v1-s02,specialization,equal,one_free,MS,simplicity-v1-s02-equal-one_free-MS#0,S,134,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-MS,simplicity-v1-s02,specialization,equal,one_free,MS,simplicity-v1-s02-equal-one_free-MS#1,M,97,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-MS,simplicity-v1-s02,specialization,equal,one_free,MS,simplicity-v1-s02-equal-one_free-MS#2,S,104,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-MS,simplicity-v1-s02,specialization,equal,one_free,MS,simplicity-v1-s02-equal-one_free-MS#3,M,109,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-SM,simplicity-v1-s02,specialization,equal,one_free,SM,simplicity-v1-s02-equal-one_free-SM#0,S,91,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-SM,simplicity-v1-s02,specialization,equal,one_free,SM,simplicity-v1-s02-equal-one_free-SM#1,S,108,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-SM,simplicity-v1-s02,specialization,equal,one_free,SM,simplicity-v1-s02-equal-one_free-SM#2,S,109,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_free-SM,simplicity-v1-s02,specialization,equal,one_free,SM,simplicity-v1-s02-equal-one_free-SM#3,S,72,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-MS,simplicity-v1-s02,specialization,equal,one_brief,MS,simplicity-v1-s02-equal-one_brief-MS#0,S,47,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-MS,simplicity-v1-s02,specialization,equal,one_brief,MS,simplicity-v1-s02-equal-one_brief-MS#1,S,40,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-MS,simplicity-v1-s02,specialization,equal,one_brief,MS,simplicity-v1-s02-equal-one_brief-MS#2,S,20,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-MS,simplicity-v1-s02,specialization,equal,one_brief,MS,simplicity-v1-s02-equal-one_brief-MS#3,S,45,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-SM,simplicity-v1-s02,specialization,equal,one_brief,SM,simplicity-v1-s02-equal-one_brief-SM#0,S,26,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-SM,simplicity-v1-s02,specialization,equal,one_brief,SM,simplicity-v1-s02-equal-one_brief-SM#1,S,40,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-SM,simplicity-v1-s02,specialization,equal,one_brief,SM,simplicity-v1-s02-equal-one_brief-SM#2,S,64,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_brief-SM,simplicity-v1-s02,specialization,equal,one_brief,SM,simplicity-v1-s02-equal-one_brief-SM#3,S,38,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-MS,simplicity-v1-s02,specialization,equal,one_detailed,MS,simplicity-v1-s02-equal-one_detailed-MS#0,M,160,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-MS,simplicity-v1-s02,specialization,equal,one_detailed,MS,simplicity-v1-s02-equal-one_detailed-MS#1,S,170,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-MS,simplicity-v1-s02,specialization,equal,one_detailed,MS,simplicity-v1-s02-equal-one_detailed-MS#2,S,107,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-MS,simplicity-v1-s02,specialization,equal,one_detailed,MS,simplicity-v1-s02-equal-one_detailed-MS#3,M,126,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-SM,simplicity-v1-s02,specialization,equal,one_detailed,SM,simplicity-v1-s02-equal-one_detailed-SM#0,S,110,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-SM,simplicity-v1-s02,specialization,equal,one_detailed,SM,simplicity-v1-s02-equal-one_detailed-SM#1,S,121,True,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-SM,simplicity-v1-s02,specialization,equal,one_detailed,SM,simplicity-v1-s02-equal-one_detailed-SM#2,S,86,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-equal-one_detailed-SM,simplicity-v1-s02,specialization,equal,one_detailed,SM,simplicity-v1-s02-equal-one_detailed-SM#3,S,170,False,True
pair_joint_M_o1.0_s0,simplicity-v1-s02-M_simple-flexible-MS,simplicity-v1-s02,specialization,M_simple,flexible,MS,simplicity-v1-s02-M_simple-flexible-MS#0,S,133,True,True
